day,date,time,operator,branch,driver,temperature,bill,pizzas,free_wine,got_wine,discount_customer
Thursday,15-May-14,39.52672356,Laura,East,Bruno,68.34217853,57.6,2,0,0,0
Thursday,15-May-14,30.0452255,Laura,West,Salvatore,64.19643283,34.1,1,0,0,0
Thursday,15-May-14,28.94510247,Melissa,West,Mario,51.45507559,33.5,4,0,0,0
Thursday,15-May-14,36.05930393,Melissa,West,Salvatore,66.22157635,48.9,6,0,0,0
Thursday,15-May-14,31.48648777,Laura,Centre,Mario,58.20191267,44.7,5,0,0,1
Thursday,15-May-14,35.72337992,Laura,Centre,Bruno,60.06522711,48,4,0,0,1
Thursday,15-May-14,38.17039352,Laura,West,Bruno,64.44911915,45.2,2,0,0,1
Friday,16-May-14,32.68818143,Melissa,East,Luigi,66.35291876,51.3,2,0,0,0
Friday,16-May-14,32.3691207,Laura,Centre,Salvatore,60.07785892,30.7,2,0,0,0
Friday,16-May-14,36.0696918,Melissa,West,Mario,61.93450531,53.1,4,0,0,0
Friday,16-May-14,33.71753113,Melissa,East,Bruno,66.74026047,50.1,3,0,0,0
Friday,16-May-14,41.73238249,Melissa,West,Salvatore,57.20213266,45.4,5,1,1,0
Friday,16-May-14,27.68347951,Laura,East,Luigi,73.3821524,32.4,2,0,0,1
Friday,16-May-14,25.51679563,Laura,West,Bruno,74.18129653,28.4,2,0,0,0
Friday,16-May-14,30.66193038,Melissa,Centre,Bruno,59.67218925,51.2,3,0,0,0
Friday,16-May-14,35.16376431,Melissa,Centre,Salvatore,50.36467533,50.1,3,0,0,1
Friday,16-May-14,35.3953872,Melissa,West,Bruno,54.18407695,50.4,4,0,0,1
Friday,16-May-14,39.20927674,Laura,Centre,Salvatore,59.21979067,53.7,3,0,0,0
Friday,16-May-14,32.23529423,Laura,East,Bruno,64.02404023,30.3,1,0,0,0
Friday,16-May-14,49.73032018,Laura,East,Mario,66.56824491,46.9,4,1,1,0
Friday,16-May-14,34.2951289,Laura,East,Mario,64.102461,19.6,2,0,0,1
Friday,16-May-14,25.03448117,Melissa,East,Mario,72.71522173,52.5,2,0,0,0
Friday,16-May-14,33.98576306,Melissa,West,Salvatore,64.40253185,39.2,3,0,0,0
Friday,16-May-14,38.68589471,Laura,Centre,Bruno,49.78357956,54.9,8,0,0,0
Friday,16-May-14,38.45576966,Melissa,East,Luigi,74.64919767,34.5,3,0,0,0
Friday,16-May-14,27.52305033,Laura,East,Mario,68.35624723,47.7,6,0,0,0
Friday,16-May-14,34.31370729,Laura,Centre,Salvatore,60.43034944,48.4,3,0,0,0
Friday,16-May-14,37.6072847,Melissa,East,Mario,54.19048752,34.9,4,0,0,0
Friday,16-May-14,31.15171531,Melissa,Centre,Luigi,49.9404191,53.7,6,0,0,0
Friday,16-May-14,31.48410028,Melissa,West,Salvatore,62.00921676,45.6,7,0,0,0
Friday,16-May-14,36.04961737,Laura,Centre,Bruno,53.04644681,51.1,5,0,0,0
Friday,16-May-14,26.94563648,Melissa,East,Salvatore,80.28268435,30.4,1,0,0,1
Friday,16-May-14,30.79092571,Melissa,West,Mario,50.23613066,42.2,4,0,0,1
Friday,16-May-14,32.7434649,Melissa,East,Salvatore,61.57614708,51.3,2,0,0,1
Friday,16-May-14,31.73343321,Melissa,West,Salvatore,61.77789549,39.2,3,0,0,1
Friday,16-May-14,28.18452486,Melissa,East,Salvatore,69.25124756,37.4,4,0,0,0
Friday,16-May-14,46.23579153,Melissa,Centre,Bruno,53.55743995,63.5,4,1,1,0
Friday,16-May-14,37.99476486,Laura,West,Salvatore,63.44287832,39.7,6,0,0,0
Friday,16-May-14,46.35360949,Laura,Centre,Mario,59.704989,45.9,4,1,1,0
Friday,16-May-14,34.98389992,Laura,West,Salvatore,66.05614933,51.1,2,0,0,1
Friday,16-May-14,32.99495654,Laura,Centre,Bruno,60.40572242,43.1,4,0,0,0
Friday,16-May-14,38.21780777,Melissa,West,Salvatore,51.19882721,41.8,4,0,0,1
Friday,16-May-14,27.67909617,Laura,Centre,Bruno,64.44512437,51.9,2,0,0,0
Friday,16-May-14,36.01804735,Melissa,Centre,Bruno,58.11676071,49.1,2,0,0,0
Friday,16-May-14,31.80441399,Laura,West,Luigi,64.07165444,51.8,4,0,0,0
Friday,16-May-14,31.44878119,Laura,West,Bruno,56.65159685,43.9,3,0,0,0
Friday,16-May-14,25.45039874,Melissa,East,Mario,65.15248944,39.8,2,0,0,0
Friday,16-May-14,38.30544086,Laura,West,Bruno,61.44764194,50.7,6,0,0,0
Friday,16-May-14,37.21598065,Melissa,West,Mario,62.98483575,46.3,8,0,0,0
Friday,16-May-14,33.81172791,Laura,Centre,Luigi,62.48684788,37.7,2,0,0,0
Friday,16-May-14,31.70418833,Melissa,East,Mario,65.78685018,49.2,2,0,0,0
Friday,16-May-14,38.63241355,Melissa,Centre,Bruno,60.90586531,38,6,0,0,0
Friday,16-May-14,30.80226225,Laura,East,Mario,62.598445,50.7,2,0,0,0
Friday,16-May-14,30.56442734,Melissa,Centre,Mario,54.21631721,52.5,4,0,0,1
Friday,16-May-14,46.94121071,Laura,Centre,Bruno,65.55532247,59,4,1,1,0
Friday,16-May-14,20.32885012,Laura,East,Mario,77.21346555,27.4,1,0,0,0
Friday,16-May-14,26.36949415,Laura,East,Luigi,72.99163471,49.5,4,0,0,0
Friday,16-May-14,39.41906323,Laura,Centre,Mario,55.53476699,38.4,3,0,0,0
Friday,16-May-14,34.7137981,Melissa,East,Luigi,65.75939389,30.6,3,0,0,0
Friday,16-May-14,28.08350928,Melissa,West,Mario,66.71554881,31.8,2,0,0,0
Friday,16-May-14,41.30104622,Melissa,West,Bruno,52.42262923,70.1,5,1,1,0
Friday,16-May-14,39.62425669,Melissa,West,Salvatore,60.58276502,39.2,3,0,0,0
Friday,16-May-14,33.82976738,Laura,East,Salvatore,67.92414484,53.9,2,0,0,0
Saturday,17-May-14,31.30318497,Laura,West,Domenico,68.98297257,39,2,0,0,0
Saturday,17-May-14,33.64167605,Laura,West,Salvatore,61.77636462,41.2,1,0,0,1
Saturday,17-May-14,28.27648157,Melissa,East,Bruno,67.74260031,42.9,2,0,0,0
Saturday,17-May-14,39.99104228,Melissa,East,Salvatore,59.79443359,37.6,4,0,0,1
Saturday,17-May-14,30.72510368,Laura,East,Domenico,54.54203806,28,1,0,0,1
Saturday,17-May-14,36.11700844,Laura,East,Domenico,72.5342684,64.4,1,0,0,1
Saturday,17-May-14,19.4474654,Laura,East,Domenico,71.71525939,12.4,1,0,0,0
Saturday,17-May-14,36.66098419,Laura,West,Bruno,65.12655881,61.2,4,0,0,0
Saturday,17-May-14,24.78541626,Laura,East,Domenico,75.97249528,19.5,1,0,0,0
Saturday,17-May-14,44.53889448,Laura,Centre,Bruno,53.60673182,49.1,3,1,1,0
Saturday,17-May-14,36.09669498,Melissa,Centre,Luigi,61.69219444,49.7,2,0,0,0
Saturday,17-May-14,22.55017049,Laura,East,Domenico,78.18409754,21,1,0,0,0
Saturday,17-May-14,38.67133723,Laura,East,Luigi,65.81677414,38.3,5,0,0,0
Saturday,17-May-14,39.54866975,Laura,Centre,Bruno,63.69462476,40.1,3,0,0,0
Saturday,17-May-14,39.67810333,Melissa,West,Bruno,54.01872574,47.3,3,0,0,0
Saturday,17-May-14,34.67300783,Melissa,East,Luigi,58.83082911,35.4,2,0,0,0
Saturday,17-May-14,31.91834215,Melissa,Centre,Bruno,59.88031645,47.4,2,0,0,1
Saturday,17-May-14,24.15069218,Melissa,West,Luigi,64.1319524,41.4,4,0,0,0
Saturday,17-May-14,33.77365162,Melissa,West,Bruno,60.32400531,57.8,2,0,0,0
Saturday,17-May-14,39.44589467,Laura,East,Domenico,59.41180106,53.6,2,0,0,1
Saturday,17-May-14,39.70351846,Melissa,West,Luigi,64.61274699,39.7,2,0,0,0
Saturday,17-May-14,32.92258659,Melissa,West,Luigi,67.42092518,50.5,3,0,0,1
Saturday,17-May-14,33.5766614,Melissa,West,Mario,62.39733776,45.7,2,0,0,1
Saturday,17-May-14,24.52638038,Laura,East,Salvatore,63.0747854,40.9,3,0,0,0
Saturday,17-May-14,38.28372321,Melissa,West,Salvatore,62.42323215,53.5,4,0,0,0
Saturday,17-May-14,28.63906784,Laura,Centre,Luigi,68.3009344,58,3,0,0,0
Saturday,17-May-14,36.11240221,Melissa,Centre,Luigi,64.25809882,58.5,2,0,0,0
Saturday,17-May-14,44.4678826,Melissa,Centre,Bruno,60.76132328,48.2,6,1,1,0
Saturday,17-May-14,34.66593399,Melissa,West,Salvatore,65.71381437,47,2,0,0,0
Saturday,17-May-14,35.47348435,Laura,West,Bruno,64.65914695,50.4,2,0,0,0
Saturday,17-May-14,29.80309918,Laura,West,Luigi,65.0068262,45.7,5,0,0,0
Saturday,17-May-14,31.04723541,Laura,Centre,Domenico,65.63451685,31.7,4,0,0,0
Saturday,17-May-14,37.58359313,Melissa,East,Domenico,68.8938981,30.8,1,0,0,1
Saturday,17-May-14,39.48833019,Melissa,Centre,Bruno,61.32828659,50.1,5,0,0,0
Saturday,17-May-14,29.07104888,Melissa,East,Salvatore,63.7807374,59.2,3,0,0,1
Saturday,17-May-14,38.51216143,Melissa,West,Luigi,65.33382271,60.4,4,0,0,0
Saturday,17-May-14,39.55914226,Melissa,West,Salvatore,71.31458868,37.9,3,0,0,0
Saturday,17-May-14,44.53852166,Laura,West,Salvatore,60.28169631,41,4,1,1,0
Saturday,17-May-14,37.3847249,Melissa,East,Bruno,62.89191183,59.5,3,0,0,0
Saturday,17-May-14,33.68990373,Melissa,Centre,Bruno,71.79555337,46.4,2,0,0,0
Saturday,17-May-14,47.42237042,Melissa,Centre,Bruno,55.8566192,35.9,3,1,1,0
Saturday,17-May-14,38.5100406,Melissa,Centre,Bruno,53.5200831,50.2,3,0,0,0
Saturday,17-May-14,35.65219641,Melissa,West,Salvatore,65.57370462,36.7,3,0,0,0
Saturday,17-May-14,35.52690038,Melissa,East,Luigi,65.76342587,47.7,2,0,0,1
Saturday,17-May-14,32.86433159,Melissa,East,Salvatore,65.40604428,43.6,4,0,0,0
Saturday,17-May-14,33.05346611,Laura,East,Bruno,60.25166011,36.1,3,0,0,1
Saturday,17-May-14,42.21908419,Laura,West,Salvatore,61.95478587,44.5,2,1,1,0
Saturday,17-May-14,35.25313039,Laura,Centre,Luigi,49.9565306,51,2,0,0,1
Saturday,17-May-14,41.48328221,Laura,West,Bruno,60.30150616,53.3,3,1,1,0
Saturday,17-May-14,26.04181342,Melissa,Centre,Luigi,66.4029605,24.8,1,0,0,0
Saturday,17-May-14,23.03046487,Melissa,East,Luigi,72.35720082,15.7,1,0,0,1
Saturday,17-May-14,31.463729,Laura,West,Domenico,51.91791354,31.8,2,0,0,0
Sunday,18-May-14,29.03346372,Laura,East,Domenico,72.06565823,36.2,2,0,0,1
Sunday,18-May-14,22.59608314,Laura,East,Domenico,75.40816491,39.6,3,0,0,0
Sunday,18-May-14,28.01220611,Laura,Centre,Salvatore,64.08348698,25.8,6,0,0,0
Sunday,18-May-14,26.8535458,Laura,Centre,Mario,74.15444021,45.8,1,0,0,0
Sunday,18-May-14,32.82467905,Melissa,Centre,Luigi,59.60560146,31,4,0,0,0
Sunday,18-May-14,38.35437324,Laura,East,Domenico,81.28646865,28.2,1,0,0,0
Sunday,18-May-14,41.78606533,Melissa,Centre,Mario,46.91866361,63.3,4,1,0,0
Sunday,18-May-14,30.5980529,Laura,West,Domenico,64.45199345,50,3,0,0,0
Sunday,18-May-14,36.5035045,Melissa,Centre,Salvatore,65.54234123,45.4,4,0,0,0
Sunday,18-May-14,32.11234807,Melissa,West,Bruno,58.72840997,46.1,4,0,0,0
Sunday,18-May-14,29.04914497,Melissa,East,Domenico,77.7193945,45.5,3,0,0,1
Sunday,18-May-14,23.17269445,Melissa,East,Luigi,67.05223343,25.9,5,0,0,0
Sunday,18-May-14,32.08473748,Laura,East,Domenico,72.33272114,47,1,0,0,0
Sunday,18-May-14,31.98062529,Melissa,West,Domenico,67.13322315,30.8,7,0,0,0
Sunday,18-May-14,29.45880545,Melissa,West,Mario,69.54932758,34.5,2,0,0,0
Sunday,18-May-14,37.32505138,Laura,East,Domenico,59.01661741,36.7,2,0,0,0
Sunday,18-May-14,47.5993344,Laura,East,Mario,56.66772092,50.9,4,1,1,1
Sunday,18-May-14,28.97906469,Melissa,West,Domenico,71.91428312,26.7,2,0,0,0
Sunday,18-May-14,35.12770202,Melissa,Centre,Luigi,64.1376861,34.1,4,0,0,0
Sunday,18-May-14,31.35460337,Melissa,East,Luigi,64.50773285,42.3,3,0,0,0
Sunday,18-May-14,53.09626431,Laura,West,Bruno,61.80724269,56.8,2,1,1,0
Sunday,18-May-14,36.97434368,Melissa,West,Salvatore,61.466183,51,4,0,0,0
Sunday,18-May-14,39.65975679,Melissa,West,Mario,59.64226694,58.8,3,0,0,0
Sunday,18-May-14,15.09327023,Melissa,East,Domenico,80.20153517,26.3,1,0,0,1
Sunday,18-May-14,27.65421144,Melissa,East,Domenico,66.45319972,36.5,2,0,0,0
Sunday,18-May-14,43.68364573,Laura,West,Domenico,68.28565858,32.6,1,1,1,0
Sunday,18-May-14,25.14153367,Melissa,East,Domenico,71.16287259,22,2,0,0,0
Sunday,18-May-14,32.21850937,Laura,Centre,Bruno,50.39823044,58.3,4,0,0,0
Sunday,18-May-14,22.52078158,Laura,Centre,Domenico,65.17891481,31.5,1,0,0,0
Sunday,18-May-14,27.21132315,Melissa,East,Domenico,77.00377432,31.8,2,0,0,0
Sunday,18-May-14,45.81206522,Laura,West,Salvatore,66.94369101,54.4,5,1,1,0
Sunday,18-May-14,32.50238216,Melissa,East,Domenico,70.97117401,46.4,3,0,0,0
Sunday,18-May-14,44.05736921,Laura,East,Mario,69.40490487,28.8,1,1,1,1
Sunday,18-May-14,39.37375756,Laura,Centre,Mario,61.8472207,39.7,2,0,0,0
Sunday,18-May-14,19.64572278,Laura,East,Domenico,72.25578024,13.9,1,0,0,1
Sunday,18-May-14,36.9567851,Laura,West,Bruno,60.28806569,41.2,3,0,0,0
Sunday,18-May-14,42.19234606,Laura,West,Luigi,53.65448361,48.2,3,1,1,0
Sunday,18-May-14,38.25630357,Melissa,West,Bruno,66.180589,44.6,2,0,0,0
Sunday,18-May-14,35.03522491,Melissa,Centre,Bruno,64.0890125,60.9,3,0,0,0
Sunday,18-May-14,31.41845711,Laura,East,Salvatore,72.95826681,35.5,3,0,0,0
Sunday,18-May-14,42.62899805,Laura,Centre,Salvatore,59.39579495,49.3,3,1,0,0
Sunday,18-May-14,30.70359889,Melissa,Centre,Domenico,68.80314969,41.4,1,0,0,0
Sunday,18-May-14,41.30129045,Laura,West,Bruno,52.25120891,46.5,3,1,1,0
Sunday,18-May-14,25.75215022,Melissa,East,Luigi,64.28110367,20.3,1,0,0,0
Sunday,18-May-14,18.58977975,Laura,Centre,Domenico,79.68481766,52.9,6,0,0,0
Monday,19-May-14,28.0932386,Laura,Centre,Bruno,68.12567843,39.9,3,0,0,0
Monday,19-May-14,32.20449267,Laura,West,Salvatore,71.43098726,63.1,3,0,0,1
Monday,19-May-14,32.26620012,Laura,West,Salvatore,67.23886088,70.7,5,0,0,1
Monday,19-May-14,36.33355268,Laura,Centre,Bruno,65.51896602,40.4,2,0,0,1
Monday,19-May-14,26.56655671,Laura,West,Bruno,70.0816629,49.1,4,0,0,0
Monday,19-May-14,32.6063869,Laura,West,Bruno,49.29140018,36.4,4,0,0,0
Monday,19-May-14,27.55354524,Laura,East,Bruno,67.67974764,28.6,2,0,0,0
Monday,19-May-14,37.15670441,Laura,Centre,Salvatore,63.57443373,40,3,0,0,0
Monday,19-May-14,19.50260073,Laura,East,Bruno,78.78543559,20.9,2,0,0,0
Monday,19-May-14,31.47505216,Laura,East,Salvatore,57.98519784,38.1,2,0,0,1
Monday,19-May-14,34.39459589,Laura,West,Salvatore,54.93324376,43.2,4,0,0,1
Monday,19-May-14,29.63029428,Laura,West,Salvatore,66.62905852,49.9,2,0,0,0
Monday,19-May-14,32.07739932,Laura,Centre,Salvatore,64.32247509,52.5,2,0,0,1
Monday,19-May-14,34.31721605,Laura,West,Salvatore,45.0421592,36.2,3,0,0,0
Monday,19-May-14,15.67974575,Laura,East,Bruno,80.0342173,15.9,2,0,0,0
Monday,19-May-14,36.0970634,Laura,Centre,Salvatore,66.24757262,42,3,0,0,0
Monday,19-May-14,13.68229573,Laura,East,Bruno,84.57925517,9.1,1,0,0,1
Monday,19-May-14,42.95821362,Laura,West,Salvatore,77.1651354,34.8,2,1,1,1
Monday,19-May-14,35.59397349,Laura,Centre,Salvatore,65.63351914,37.8,2,0,0,0
Monday,19-May-14,38.99315917,Laura,West,Salvatore,64.85021458,51.4,5,0,0,0
Monday,19-May-14,34.78394422,Laura,West,Salvatore,51.0389842,59.6,2,0,0,0
Monday,19-May-14,35.55712886,Laura,West,Salvatore,49.5383437,43.1,3,0,0,0
Monday,19-May-14,39.19397234,Laura,Centre,Salvatore,52.24678666,54.8,5,0,0,0
Monday,19-May-14,30.51053999,Laura,East,Bruno,61.2594454,42,1,0,0,0
Monday,19-May-14,48.70978176,Laura,West,Bruno,57.01304967,66.1,3,1,1,0
Monday,19-May-14,34.43605118,Laura,Centre,Salvatore,64.56399946,56.8,6,0,0,0
Monday,19-May-14,30.70874689,Laura,West,Salvatore,67.13775551,37.1,2,0,0,0
Monday,19-May-14,35.40449555,Laura,East,Salvatore,69.80871036,42.1,4,0,0,1
Monday,19-May-14,38.68658957,Laura,Centre,Bruno,51.86271397,65.8,4,0,0,0
Monday,19-May-14,30.11737347,Laura,West,Bruno,55.88131322,55.7,4,0,0,0
Monday,19-May-14,29.00588078,Laura,West,Bruno,63.55764142,57.3,3,0,0,0
Monday,19-May-14,29.99559051,Laura,Centre,Bruno,61.07473553,46.1,3,0,0,0
Monday,19-May-14,29.71956785,Laura,East,Bruno,71.08517585,35.5,1,0,0,0
Monday,19-May-14,35.88196665,Laura,West,Salvatore,62.63938001,36.4,2,0,0,0
Monday,19-May-14,42.82778176,Laura,West,Salvatore,59.02389307,41,3,1,1,0
Monday,19-May-14,22.92260114,Laura,East,Salvatore,73.93340045,46.2,2,0,0,1
Monday,19-May-14,40.78811143,Laura,West,Bruno,57.06381668,38.4,4,1,0,0
Monday,19-May-14,40.91841845,Laura,Centre,Salvatore,49.92100904,45.7,4,1,1,0
Tuesday,20-May-14,33.22566095,Melissa,East,Bruno,76.60443807,45.6,2,0,0,0
Tuesday,20-May-14,44.88197311,Melissa,Centre,Mario,63.60124959,38.4,4,1,1,1
Tuesday,20-May-14,29.6624464,Melissa,West,Bruno,59.04140471,39.3,3,0,0,0
Tuesday,20-May-14,37.10686017,Melissa,West,Bruno,67.62588705,27.8,3,0,0,0
Tuesday,20-May-14,36.69331554,Melissa,Centre,Mario,58.46579248,35.1,5,0,0,0
Tuesday,20-May-14,24.95011782,Melissa,East,Bruno,70.98436314,35.1,1,0,0,1
Tuesday,20-May-14,44.28727998,Melissa,West,Mario,57.40897137,41.8,3,1,1,0
Tuesday,20-May-14,21.16254642,Melissa,East,Bruno,68.60356682,45.4,5,0,0,0
Tuesday,20-May-14,35.48394682,Melissa,Centre,Bruno,63.14414257,53.6,4,0,0,0
Tuesday,20-May-14,39.58229082,Melissa,East,Mario,63.38516308,34.6,4,0,0,0
Tuesday,20-May-14,40.45613046,Melissa,West,Bruno,63.50901544,63.6,4,1,1,0
Tuesday,20-May-14,33.86849009,Melissa,Centre,Mario,69.61970424,71.7,2,0,0,0
Tuesday,20-May-14,36.4936706,Melissa,East,Mario,65.2074913,34.3,5,0,0,0
Tuesday,20-May-14,45.56226055,Melissa,Centre,Bruno,56.19191013,55.7,3,1,1,0
Tuesday,20-May-14,25.40328814,Melissa,East,Bruno,71.55362079,36.8,2,0,0,1
Tuesday,20-May-14,30.78116318,Melissa,Centre,Mario,66.90235849,27.8,3,0,0,0
Tuesday,20-May-14,29.01168087,Melissa,West,Mario,70.35315074,28.4,2,0,0,0
Tuesday,20-May-14,33.2457755,Melissa,Centre,Bruno,65.05458274,37,3,0,0,0
Tuesday,20-May-14,36.81768151,Melissa,East,Bruno,68.89865628,44.2,6,0,0,0
Tuesday,20-May-14,34.74265372,Melissa,East,Mario,63.25308008,47.7,2,0,0,0
Tuesday,20-May-14,37.60990691,Melissa,West,Mario,65.51816337,36.2,3,0,0,0
Tuesday,20-May-14,41.50549345,Melissa,East,Bruno,63.73422808,37.9,7,1,1,0
Tuesday,20-May-14,36.22010334,Melissa,Centre,Bruno,58.43261416,60.8,5,0,0,0
Tuesday,20-May-14,35.98015706,Melissa,Centre,Bruno,61.28178977,39,4,0,0,0
Tuesday,20-May-14,32.43635771,Melissa,Centre,Bruno,70.4610348,25.7,2,0,0,1
Tuesday,20-May-14,38.33604061,Melissa,East,Mario,66.70875203,37.5,4,0,0,0
Tuesday,20-May-14,40.81386373,Melissa,West,Bruno,52.69797914,50,4,1,1,0
Tuesday,20-May-14,41.79762914,Melissa,West,Bruno,60.8799351,35,3,1,1,0
Tuesday,20-May-14,33.79449781,Melissa,Centre,Mario,57.12462626,57.7,3,0,0,0
Tuesday,20-May-14,40.08802044,Melissa,Centre,Bruno,65.55224548,50.3,4,1,0,0
Tuesday,20-May-14,39.27825699,Melissa,Centre,Bruno,55.92043384,40.4,3,0,0,0
Tuesday,20-May-14,30.11048957,Melissa,West,Mario,57.0456299,42.9,4,0,0,1
Tuesday,20-May-14,32.96422325,Melissa,Centre,Bruno,58.79101416,52.9,4,0,0,0
Tuesday,20-May-14,28.49392489,Melissa,East,Bruno,69.10167132,54,2,0,0,0
Tuesday,20-May-14,40.54133227,Melissa,Centre,Bruno,61.48192926,53.1,2,1,1,0
Tuesday,20-May-14,36.44812754,Melissa,Centre,Bruno,62.51026284,54.4,6,0,0,0
Wednesday,21-May-14,33.61807424,Laura,West,Mario,68.03772603,41.9,2,0,0,0
Wednesday,21-May-14,40.38066323,Melissa,Centre,Salvatore,61.84655093,51.5,3,1,1,0
Wednesday,21-May-14,37.82279776,Melissa,West,Mario,65.64240872,45.3,3,0,0,0
Wednesday,21-May-14,30.61026386,Melissa,East,Salvatore,58.12391317,27.6,2,0,0,0
Wednesday,21-May-14,38.79548253,Laura,West,Mario,65.57307667,44.1,2,0,0,0
Wednesday,21-May-14,31.20852562,Laura,West,Salvatore,64.79360797,46.6,4,0,0,0
Wednesday,21-May-14,36.96798946,Melissa,East,Mario,75.65283831,27.6,1,0,0,0
Wednesday,21-May-14,44.7634224,Melissa,Centre,Salvatore,45.68095746,54.3,7,1,1,0
Wednesday,21-May-14,32.75646477,Laura,Centre,Mario,52.31433975,44.2,6,0,0,0
Wednesday,21-May-14,38.3856127,Laura,East,Salvatore,67.18676759,52.7,2,0,0,0
Wednesday,21-May-14,37.9478322,Laura,West,Mario,59.56219887,44.7,3,0,0,0
Wednesday,21-May-14,40.34798542,Melissa,Centre,Mario,52.16067685,42.9,3,1,1,0
Wednesday,21-May-14,37.41894368,Melissa,West,Mario,50.53333736,56.3,3,0,0,0
Wednesday,21-May-14,26.90195757,Laura,East,Mario,80.49366458,26.1,1,0,0,0
Wednesday,21-May-14,35.60538665,Melissa,Centre,Mario,55.52673204,75,4,0,0,0
Wednesday,21-May-14,45.67553446,Melissa,West,Mario,65.00117683,45.1,5,1,1,0
Wednesday,21-May-14,39.99209863,Melissa,West,Salvatore,65.96514136,43.5,3,0,0,0
Wednesday,21-May-14,40.61493241,Melissa,East,Mario,62.24495243,51.3,4,1,1,0
Wednesday,21-May-14,25.81761159,Melissa,East,Mario,63.01155163,46.9,2,0,0,0
Wednesday,21-May-14,36.56075177,Melissa,West,Salvatore,58.65840051,53.3,5,0,0,0
Wednesday,21-May-14,35.43669869,Laura,East,Mario,69.35232668,36.9,2,0,0,0
Wednesday,21-May-14,21.37874633,Laura,East,Mario,66.01283814,31.9,2,0,0,0
Wednesday,21-May-14,30.64717862,Laura,East,Mario,69.14094814,29.7,1,0,0,0
Wednesday,21-May-14,25.84539858,Melissa,Centre,Mario,65.92760186,39.3,4,0,0,0
Wednesday,21-May-14,22.30364017,Laura,East,Mario,71.78682994,24.9,1,0,0,1
Wednesday,21-May-14,30.89507992,Laura,East,Mario,59.35499995,54.7,4,0,0,0
Wednesday,21-May-14,28.89869177,Laura,West,Salvatore,60.58511243,29.7,1,0,0,0
Wednesday,21-May-14,33.94195955,Laura,East,Mario,60.51301229,48.5,2,0,0,0
Wednesday,21-May-14,39.23246908,Melissa,Centre,Mario,63.34821027,49.1,9,0,0,0
Wednesday,21-May-14,30.26611527,Melissa,Centre,Salvatore,60.05613006,69.3,3,0,0,0
Wednesday,21-May-14,43.38030248,Melissa,Centre,Salvatore,61.31148914,32.8,4,1,1,0
Wednesday,21-May-14,34.31190156,Melissa,West,Mario,59.16254954,38.7,3,0,0,0
Wednesday,21-May-14,37.12305816,Melissa,West,Salvatore,55.70461624,51.4,3,0,0,0
Thursday,22-May-14,36.99224544,Melissa,West,Salvatore,65.61155288,41.3,3,0,0,1
Thursday,22-May-14,33.05295894,Melissa,East,Mario,61.47750554,68.9,5,0,0,0
Thursday,22-May-14,35.16782677,Laura,West,Mario,58.23906869,50.1,3,0,0,1
Thursday,22-May-14,33.59324618,Laura,Centre,Mario,63.2045436,48.3,3,0,0,0
Thursday,22-May-14,40.01762373,Melissa,West,Salvatore,54.02586453,56.3,6,1,1,0
Thursday,22-May-14,36.31462004,Melissa,West,Salvatore,66.94649693,47.3,3,0,0,0
Thursday,22-May-14,29.02858634,Melissa,West,Mario,67.18398902,56.2,2,0,0,0
Thursday,22-May-14,31.47125429,Melissa,West,Mario,58.35722143,47.9,3,0,0,0
Thursday,22-May-14,25.98600496,Laura,East,Mario,71.62110127,40.2,2,0,0,0
Thursday,22-May-14,33.17535035,Melissa,Centre,Mario,63.1136711,46,3,0,0,0
Thursday,22-May-14,21.6337741,Melissa,West,Mario,68.43000976,31.7,1,0,0,1
Thursday,22-May-14,38.53736311,Laura,East,Salvatore,59.43229094,44.5,7,0,0,0
Thursday,22-May-14,36.03650422,Laura,East,Salvatore,69.60261857,47.9,2,0,0,0
Thursday,22-May-14,26.04979857,Melissa,East,Salvatore,64.25276123,48.4,2,0,0,0
Thursday,22-May-14,27.75306329,Melissa,East,Bruno,64.88590955,43.5,2,0,0,0
Thursday,22-May-14,34.64220754,Laura,West,Salvatore,65.77636064,32.1,2,0,0,1
Thursday,22-May-14,40.23841757,Laura,East,Mario,74.54499992,27.2,2,1,1,0
Thursday,22-May-14,38.14588061,Laura,West,Mario,62.46604622,53.7,4,0,0,0
Thursday,22-May-14,39.04397528,Laura,West,Mario,54.05791682,60.3,4,0,0,0
Thursday,22-May-14,37.18679223,Laura,West,Salvatore,65.35337519,47.4,4,0,0,0
Thursday,22-May-14,32.42032203,Melissa,West,Mario,67.19792863,47.8,2,0,0,1
Thursday,22-May-14,41.66685298,Laura,Centre,Salvatore,55.02829462,56.6,4,1,1,0
Thursday,22-May-14,31.36278454,Melissa,East,Mario,64.60173476,26.3,2,0,0,0
Thursday,22-May-14,27.73220252,Laura,West,Mario,68.62667181,36.3,3,0,0,0
Thursday,22-May-14,37.98109318,Laura,East,Mario,69.17844115,25.9,2,0,0,0
Thursday,22-May-14,36.02980764,Melissa,West,Bruno,55.10237179,52.2,9,0,0,0
Thursday,22-May-14,30.94094835,Laura,Centre,Mario,62.28311797,61.3,4,0,0,0
Thursday,22-May-14,39.77778367,Laura,Centre,Bruno,53.28491612,44.4,4,0,0,0
Thursday,22-May-14,32.99278606,Melissa,East,Salvatore,57.07739355,46.5,2,0,0,0
Thursday,22-May-14,37.73900991,Melissa,Centre,Salvatore,64.47575886,60.4,2,0,0,0
