# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-10-06 16:01:15 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06730200 BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06730200
#            TS   parameter     statistic     Description
#         17663       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	17663_00060_00003	17663_00060_00003_cd
USGS	06730200	2001-08-25	143	A
USGS	06730200	2001-08-26	128	A
USGS	06730200	2001-08-27	129	A
USGS	06730200	2001-08-28	143	A
USGS	06730200	2001-08-29	139	A
USGS	06730200	2001-08-30	150	A
USGS	06730200	2001-08-31	145	A
USGS	06730200	2001-09-01	151	A
USGS	06730200	2001-09-02	154	A
USGS	06730200	2001-09-03	148	A
USGS	06730200	2001-09-04	147	A
USGS	06730200	2001-09-05	142	A
USGS	06730200	2001-09-06	138	A
USGS	06730200	2001-09-07	137	A
USGS	06730200	2001-09-08	202	A
USGS	06730200	2001-09-09	134	A
USGS	06730200	2001-09-10	71	A
USGS	06730200	2001-09-11	63	A
USGS	06730200	2001-09-12	59	A
USGS	06730200	2001-09-13	57	A
USGS	06730200	2001-09-14	66	A
USGS	06730200	2001-09-15	75	A
USGS	06730200	2001-09-16	67	A
USGS	06730200	2001-09-17	76	A
USGS	06730200	2001-09-18	92	A
USGS	06730200	2001-09-19	84	A
USGS	06730200	2001-09-20	76	A
USGS	06730200	2001-09-21	66	A
USGS	06730200	2001-09-22	56	A
USGS	06730200	2001-09-23	53	A
USGS	06730200	2001-09-24	59	A
USGS	06730200	2001-09-25	55	A
USGS	06730200	2001-09-26	56	A
USGS	06730200	2001-09-27	59	A
USGS	06730200	2001-09-28	56	A
USGS	06730200	2001-09-29	53	A
USGS	06730200	2001-09-30	50	A
USGS	06730200	2001-10-01	48	A
USGS	06730200	2001-10-02	48	A
USGS	06730200	2001-10-03	47	A
USGS	06730200	2001-10-04	46	A
USGS	06730200	2001-10-05	53	A
USGS	06730200	2001-10-06	61	A
USGS	06730200	2001-10-07	57	A
USGS	06730200	2001-10-08	44	A
USGS	06730200	2001-10-09	42	A
USGS	06730200	2001-10-10	40	A
USGS	06730200	2001-10-11	42	A
USGS	06730200	2001-10-12	49	A
USGS	06730200	2001-10-13	43	A
USGS	06730200	2001-10-14	43	A
USGS	06730200	2001-10-15	45	A
USGS	06730200	2001-10-16	46	A
USGS	06730200	2001-10-17	44	A
USGS	06730200	2001-10-18	42	A
USGS	06730200	2001-10-19	41	A
USGS	06730200	2001-10-20	41	A
USGS	06730200	2001-10-21	41	A
USGS	06730200	2001-10-22	45	A
USGS	06730200	2001-10-23	40	A
USGS	06730200	2001-10-24	39	A
USGS	06730200	2001-10-25	40	A
USGS	06730200	2001-10-26	36	A
USGS	06730200	2001-10-27	38	A
USGS	06730200	2001-10-28	40	A
USGS	06730200	2001-10-29	41	A
USGS	06730200	2001-10-30	39	A
USGS	06730200	2001-10-31	41	A
USGS	06730200	2001-11-01	37	A
USGS	06730200	2001-11-02	37	A
USGS	06730200	2001-11-03	36	A
USGS	06730200	2001-11-04	35	A
USGS	06730200	2001-11-05	39	A
USGS	06730200	2001-11-06	36	A
USGS	06730200	2001-11-07	32	A
USGS	06730200	2001-11-08	44	A
USGS	06730200	2001-11-09	39	A
USGS	06730200	2001-11-10	36	A
USGS	06730200	2001-11-11	36	A
USGS	06730200	2001-11-12	37	A
USGS	06730200	2001-11-13	37	A
USGS	06730200	2001-11-14	32	A
USGS	06730200	2001-11-15	33	A
USGS	06730200	2001-11-16	32	A
USGS	06730200	2001-11-17	31	A
USGS	06730200	2001-11-18	32	A
USGS	06730200	2001-11-19	35	A
USGS	06730200	2001-11-20	36	A
USGS	06730200	2001-11-21	47	A
USGS	06730200	2001-11-22	39	A
USGS	06730200	2001-11-23	40	A
USGS	06730200	2001-11-24	39	A
USGS	06730200	2001-11-25	38	A
USGS	06730200	2001-11-26	46	A
USGS	06730200	2001-11-27	44	A
USGS	06730200	2001-11-28	40	A
USGS	06730200	2001-11-29	41	A
USGS	06730200	2001-11-30	50	A
USGS	06730200	2001-12-01	47	A
USGS	06730200	2001-12-02	48	A
USGS	06730200	2001-12-03	54	A
USGS	06730200	2001-12-04	48	A
USGS	06730200	2001-12-05	45	A
USGS	06730200	2001-12-06	44	A
USGS	06730200	2001-12-07	48	A
USGS	06730200	2001-12-08	42	A
USGS	06730200	2001-12-09	42	A
USGS	06730200	2001-12-10	50	A
USGS	06730200	2001-12-11	47	A
USGS	06730200	2001-12-12	49	A
USGS	06730200	2001-12-13	52	A
USGS	06730200	2001-12-14	50	A
USGS	06730200	2001-12-15	57	A
USGS	06730200	2001-12-16	57	A
USGS	06730200	2001-12-17	57	A
USGS	06730200	2001-12-18	54	A
USGS	06730200	2001-12-19	49	A
USGS	06730200	2001-12-20	47	A
USGS	06730200	2001-12-21	44	A
USGS	06730200	2001-12-22	42	A
USGS	06730200	2001-12-23	38	A
USGS	06730200	2001-12-24	34	A
USGS	06730200	2001-12-25	31	A
USGS	06730200	2001-12-26	34	A
USGS	06730200	2001-12-27	36	A
USGS	06730200	2001-12-28	36	A
USGS	06730200	2001-12-29	36	A
USGS	06730200	2001-12-30	33	A
USGS	06730200	2001-12-31	33	A
USGS	06730200	2002-01-01	29	A
USGS	06730200	2002-01-02	31	A
USGS	06730200	2002-01-03	35	A
USGS	06730200	2002-01-04	31	A
USGS	06730200	2002-01-05	30	A
USGS	06730200	2002-01-06	29	A
USGS	06730200	2002-01-07	30	A
USGS	06730200	2002-01-08	31	A
USGS	06730200	2002-01-09	31	A
USGS	06730200	2002-01-10	36	A
USGS	06730200	2002-01-11	32	A
USGS	06730200	2002-01-12	28	A
USGS	06730200	2002-01-13	27	A
USGS	06730200	2002-01-14	27	A
USGS	06730200	2002-01-15	30	A
USGS	06730200	2002-01-16	29	A
USGS	06730200	2002-01-17	27	A
USGS	06730200	2002-01-18	28	A
USGS	06730200	2002-01-19	26	A
USGS	06730200	2002-01-20	26	A
USGS	06730200	2002-01-21	28	A
USGS	06730200	2002-01-22	26	A
USGS	06730200	2002-01-23	28	A
USGS	06730200	2002-01-24	28	A
USGS	06730200	2002-01-25	28	A
USGS	06730200	2002-01-26	26	A
USGS	06730200	2002-01-27	27	A
USGS	06730200	2002-01-28	27	A
USGS	06730200	2002-01-29	27	A
USGS	06730200	2002-01-30	27	A
USGS	06730200	2002-01-31	27	A
USGS	06730200	2002-02-01	28	A
USGS	06730200	2002-02-02	27	A
USGS	06730200	2002-02-03	27	A
USGS	06730200	2002-02-04	29	A
USGS	06730200	2002-02-05	27	A
USGS	06730200	2002-02-06	28	A
USGS	06730200	2002-02-07	26	A
USGS	06730200	2002-02-08	26	A
USGS	06730200	2002-02-09	24	A
USGS	06730200	2002-02-10	25	A
USGS	06730200	2002-02-11	27	A
USGS	06730200	2002-02-12	28	A
USGS	06730200	2002-02-13	27	A
USGS	06730200	2002-02-14	27	A
USGS	06730200	2002-02-15	28	A
USGS	06730200	2002-02-16	26	A
USGS	06730200	2002-02-17	25	A
USGS	06730200	2002-02-18	27	A
USGS	06730200	2002-02-19	28	A
USGS	06730200	2002-02-20	28	A
USGS	06730200	2002-02-21	28	A
USGS	06730200	2002-02-22	28	A
USGS	06730200	2002-02-23	27	A
USGS	06730200	2002-02-24	27	A
USGS	06730200	2002-02-25	30	A
USGS	06730200	2002-02-26	30	A
USGS	06730200	2002-02-27	31	A
USGS	06730200	2002-02-28	31	A
USGS	06730200	2002-03-01	30	A
USGS	06730200	2002-03-02	29	A
USGS	06730200	2002-03-03	29	A
USGS	06730200	2002-03-04	32	A
USGS	06730200	2002-03-05	32	A
USGS	06730200	2002-03-06	31	A
USGS	06730200	2002-03-07	30	A
USGS	06730200	2002-03-08	28	A
USGS	06730200	2002-03-09	28	A
USGS	06730200	2002-03-10	30	A
USGS	06730200	2002-03-11	30	A
USGS	06730200	2002-03-12	29	A
USGS	06730200	2002-03-13	30	A
USGS	06730200	2002-03-14	41	A
USGS	06730200	2002-03-15	41	A
USGS	06730200	2002-03-16	37	A
USGS	06730200	2002-03-17	34	A
USGS	06730200	2002-03-18	36	A
USGS	06730200	2002-03-19	40	A
USGS	06730200	2002-03-20	35	A
USGS	06730200	2002-03-21	33	A
USGS	06730200	2002-03-22	33	A
USGS	06730200	2002-03-23	32	A
USGS	06730200	2002-03-24	32	A
USGS	06730200	2002-03-25	32	A
USGS	06730200	2002-03-26	33	A
USGS	06730200	2002-03-27	39	A
USGS	06730200	2002-03-28	36	A
USGS	06730200	2002-03-29	33	A
USGS	06730200	2002-03-30	33	A
USGS	06730200	2002-03-31	33	A
USGS	06730200	2002-04-01	40	A
USGS	06730200	2002-04-02	34	A
USGS	06730200	2002-04-03	32	A
USGS	06730200	2002-04-04	34	A
USGS	06730200	2002-04-05	38	A
USGS	06730200	2002-04-06	42	A
USGS	06730200	2002-04-07	30	A
USGS	06730200	2002-04-08	35	A
USGS	06730200	2002-04-09	38	A
USGS	06730200	2002-04-10	40	A
USGS	06730200	2002-04-11	31	A
USGS	06730200	2002-04-12	49	A
USGS	06730200	2002-04-13	32	A
USGS	06730200	2002-04-14	36	A
USGS	06730200	2002-04-15	73	A
USGS	06730200	2002-04-16	72	A
USGS	06730200	2002-04-17	60	A
USGS	06730200	2002-04-18	70	A
USGS	06730200	2002-04-19	70	A
USGS	06730200	2002-04-20	76	A
USGS	06730200	2002-04-21	76	A
USGS	06730200	2002-04-22	72	A
USGS	06730200	2002-04-23	76	A
USGS	06730200	2002-04-24	61	A
USGS	06730200	2002-04-25	53	A
USGS	06730200	2002-04-26	51	A
USGS	06730200	2002-04-27	50	A
USGS	06730200	2002-04-28	49	A
USGS	06730200	2002-04-29	52	A
USGS	06730200	2002-04-30	52	A
USGS	06730200	2002-05-01	56	A
USGS	06730200	2002-05-02	63	A
USGS	06730200	2002-05-03	57	A
USGS	06730200	2002-05-04	56	A
USGS	06730200	2002-05-05	58	A
USGS	06730200	2002-05-06	60	A
USGS	06730200	2002-05-07	62	A
USGS	06730200	2002-05-08	77	A
USGS	06730200	2002-05-09	116	A
USGS	06730200	2002-05-10	136	A
USGS	06730200	2002-05-11	136	A
USGS	06730200	2002-05-12	157	A
USGS	06730200	2002-05-13	145	A
USGS	06730200	2002-05-14	145	A
USGS	06730200	2002-05-15	139	A
USGS	06730200	2002-05-16	119	A
USGS	06730200	2002-05-17	109	A
USGS	06730200	2002-05-18	98	A
USGS	06730200	2002-05-19	82	A
USGS	06730200	2002-05-20	76	A
USGS	06730200	2002-05-21	84	A
USGS	06730200	2002-05-22	93	A
USGS	06730200	2002-05-23	102	A
USGS	06730200	2002-05-24	208	A
USGS	06730200	2002-05-25	84	A
USGS	06730200	2002-05-26	80	A
USGS	06730200	2002-05-27	77	A
USGS	06730200	2002-05-28	71	A
USGS	06730200	2002-05-29	72	A
USGS	06730200	2002-05-30	85	A
USGS	06730200	2002-05-31	112	A
USGS	06730200	2002-06-01	141	A
USGS	06730200	2002-06-02	132	A
USGS	06730200	2002-06-03	151	A
USGS	06730200	2002-06-04	177	A
USGS	06730200	2002-06-05	69	A
USGS	06730200	2002-06-06	130	A
USGS	06730200	2002-06-07	131	A
USGS	06730200	2002-06-08	123	A
USGS	06730200	2002-06-09	118	A
USGS	06730200	2002-06-10	107	A
USGS	06730200	2002-06-11	107	A
USGS	06730200	2002-06-12	109	A
USGS	06730200	2002-06-13	101	A
USGS	06730200	2002-06-14	81	A
USGS	06730200	2002-06-15	84	A
USGS	06730200	2002-06-16	85	A
USGS	06730200	2002-06-17	67	A
USGS	06730200	2002-06-18	55	A
USGS	06730200	2002-06-19	53	A
USGS	06730200	2002-06-20	62	A
USGS	06730200	2002-06-21	58	A
USGS	06730200	2002-06-22	55	A
USGS	06730200	2002-06-23	51	A
USGS	06730200	2002-06-24	51	A
USGS	06730200	2002-06-25	50	A
USGS	06730200	2002-06-26	53	A
USGS	06730200	2002-06-27	51	A
USGS	06730200	2002-06-28	44	A
USGS	06730200	2002-06-29	42	A
USGS	06730200	2002-06-30	43	A
USGS	06730200	2002-07-01	51	A
USGS	06730200	2002-07-02	69	A
USGS	06730200	2002-07-03	109	A
USGS	06730200	2002-07-04	111	A
USGS	06730200	2002-07-05	139	A
USGS	06730200	2002-07-06	135	A
USGS	06730200	2002-07-07	134	A
USGS	06730200	2002-07-08	132	A
USGS	06730200	2002-07-09	116	A
USGS	06730200	2002-07-10	106	A
USGS	06730200	2002-07-11	100	A
USGS	06730200	2002-07-12	95	A
USGS	06730200	2002-07-13	97	A
USGS	06730200	2002-07-14	102	A
USGS	06730200	2002-07-15	99	A
USGS	06730200	2002-07-16	102	A
USGS	06730200	2002-07-17	120	A
USGS	06730200	2002-07-18	124	A
USGS	06730200	2002-07-19	133	A
USGS	06730200	2002-07-20	126	A
USGS	06730200	2002-07-21	126	A
USGS	06730200	2002-07-22	131	A
USGS	06730200	2002-07-23	148	A
USGS	06730200	2002-07-24	154	A
USGS	06730200	2002-07-25	151	A
USGS	06730200	2002-07-26	152	A
USGS	06730200	2002-07-27	145	A
USGS	06730200	2002-07-28	122	A
USGS	06730200	2002-07-29	112	A
USGS	06730200	2002-07-30	110	A
USGS	06730200	2002-07-31	104	A
USGS	06730200	2002-08-01	102	A
USGS	06730200	2002-08-02	122	A
USGS	06730200	2002-08-03	131	A
USGS	06730200	2002-08-04	132	A
USGS	06730200	2002-08-05	159	A
USGS	06730200	2002-08-06	155	A
USGS	06730200	2002-08-07	156	A
USGS	06730200	2002-08-08	125	A
USGS	06730200	2002-08-09	134	A
USGS	06730200	2002-08-10	146	A
USGS	06730200	2002-08-11	112	A
USGS	06730200	2002-08-12	114	A
USGS	06730200	2002-08-13	135	A
USGS	06730200	2002-08-14	128	A
USGS	06730200	2002-08-15	115	A
USGS	06730200	2002-08-16	83	A
USGS	06730200	2002-08-17	76	A
USGS	06730200	2002-08-18	78	A
USGS	06730200	2002-08-19	72	A
USGS	06730200	2002-08-20	70	A
USGS	06730200	2002-08-21	71	A
USGS	06730200	2002-08-22	58	A
USGS	06730200	2002-08-23	58	A
USGS	06730200	2002-08-24	55	A
USGS	06730200	2002-08-25	57	A
USGS	06730200	2002-08-26	52	A
USGS	06730200	2002-08-27	53	A
USGS	06730200	2002-08-28	56	A
USGS	06730200	2002-08-29	55	A
USGS	06730200	2002-08-30	57	A
USGS	06730200	2002-08-31	51	A
USGS	06730200	2002-09-01	44	A
USGS	06730200	2002-09-02	51	A
USGS	06730200	2002-09-03	59	A
USGS	06730200	2002-09-04	52	A
USGS	06730200	2002-09-05	61	A
USGS	06730200	2002-09-06	61	A
USGS	06730200	2002-09-07	62	A
USGS	06730200	2002-09-08	67	A
USGS	06730200	2002-09-09	61	A
USGS	06730200	2002-09-10	106	A
USGS	06730200	2002-09-11	76	A
USGS	06730200	2002-09-12	70	A
USGS	06730200	2002-09-13	70	A
USGS	06730200	2002-09-14	62	A
USGS	06730200	2002-09-15	56	A
USGS	06730200	2002-09-16	59	A
USGS	06730200	2002-09-17	73	A
USGS	06730200	2002-09-18	85	A
USGS	06730200	2002-09-19	83	A
USGS	06730200	2002-09-20	78	A
USGS	06730200	2002-09-21	74	A
USGS	06730200	2002-09-22	59	A
USGS	06730200	2002-09-23	54	A
USGS	06730200	2002-09-24	57	A
USGS	06730200	2002-09-25	59	A
USGS	06730200	2002-09-26	64	A
USGS	06730200	2002-09-27	66	A
USGS	06730200	2002-09-28	66	A
USGS	06730200	2002-09-29	69	A
USGS	06730200	2002-09-30	68	A
USGS	06730200	2002-10-01	67	A
USGS	06730200	2002-10-02	116	A
USGS	06730200	2002-10-03	81	A
USGS	06730200	2002-10-04	70	A
USGS	06730200	2002-10-05	62	A
USGS	06730200	2002-10-06	54	A
USGS	06730200	2002-10-07	55	A
USGS	06730200	2002-10-08	53	A
USGS	06730200	2002-10-09	53	A
USGS	06730200	2002-10-10	57	A
USGS	06730200	2002-10-11	56	A
USGS	06730200	2002-10-12	50	A
USGS	06730200	2002-10-13	50	A
USGS	06730200	2002-10-14	50	A
USGS	06730200	2002-10-15	50	A
USGS	06730200	2002-10-16	49	A
USGS	06730200	2002-10-17	47	A
USGS	06730200	2002-10-18	46	A
USGS	06730200	2002-10-19	57	A
USGS	06730200	2002-10-20	58	A
USGS	06730200	2002-10-21	59	A
USGS	06730200	2002-10-22	59	A
USGS	06730200	2002-10-23	63	A
USGS	06730200	2002-10-24	59	A
USGS	06730200	2002-10-25	53	A
USGS	06730200	2002-10-26	48	A
USGS	06730200	2002-10-27	49	A
USGS	06730200	2002-10-28	49	A
USGS	06730200	2002-10-29	67	A
USGS	06730200	2002-10-30	80	A
USGS	06730200	2002-10-31	67	A
USGS	06730200	2002-11-01	55	A
USGS	06730200	2002-11-02	43	A
USGS	06730200	2002-11-03	45	A
USGS	06730200	2002-11-04	39	A
USGS	06730200	2002-11-05	34	A
USGS	06730200	2002-11-06	34	A
USGS	06730200	2002-11-07	32	A
USGS	06730200	2002-11-08	32	A
USGS	06730200	2002-11-09	28	A
USGS	06730200	2002-11-10	27	A
USGS	06730200	2002-11-11	27	A
USGS	06730200	2002-11-12	25	A
USGS	06730200	2002-11-13	26	A
USGS	06730200	2002-11-14	23	A
USGS	06730200	2002-11-15	20	A
USGS	06730200	2002-11-16	21	A
USGS	06730200	2002-11-17	20	A
USGS	06730200	2002-11-18	21	A
USGS	06730200	2002-11-19	20	A
USGS	06730200	2002-11-20	19	A
USGS	06730200	2002-11-21	19	A
USGS	06730200	2002-11-22	19	A
USGS	06730200	2002-11-23	17	A
USGS	06730200	2002-11-24	18	A
USGS	06730200	2002-11-25	20	A
USGS	06730200	2002-11-26	20	A
USGS	06730200	2002-11-27	29	A:e
USGS	06730200	2002-11-28	27	A:e
USGS	06730200	2002-11-29	26	A:e
USGS	06730200	2002-11-30	25	A:e
USGS	06730200	2002-12-01	25	A:e
USGS	06730200	2002-12-02	25	A:e
USGS	06730200	2002-12-03	25	A:e
USGS	06730200	2002-12-04	28	A:e
USGS	06730200	2002-12-05	28	A:e
USGS	06730200	2002-12-06	27	A:e
USGS	06730200	2002-12-07	26	A:e
USGS	06730200	2002-12-08	25	A:e
USGS	06730200	2002-12-09	25	A:e
USGS	06730200	2002-12-10	27	A:e
USGS	06730200	2002-12-11	26	A:e
USGS	06730200	2002-12-12	24	A:e
USGS	06730200	2002-12-13	23	A:e
USGS	06730200	2002-12-14	23	A:e
USGS	06730200	2002-12-15	23	A:e
USGS	06730200	2002-12-16	23	A:e
USGS	06730200	2002-12-17	24	A:e
USGS	06730200	2002-12-18	25	A:e
USGS	06730200	2002-12-19	27	A:e
USGS	06730200	2002-12-20	28	A:e
USGS	06730200	2002-12-21	29	A:e
USGS	06730200	2002-12-22	25	A:e
USGS	06730200	2002-12-23	28	A:e
USGS	06730200	2002-12-24	34	A:e
USGS	06730200	2002-12-25	40	A:e
USGS	06730200	2002-12-26	43	A:e
USGS	06730200	2002-12-27	39	A:e
USGS	06730200	2002-12-28	33	A:e
USGS	06730200	2002-12-29	27	A:e
USGS	06730200	2002-12-30	26	A:e
USGS	06730200	2002-12-31	26	A:e
USGS	06730200	2003-01-01	26	A:e
USGS	06730200	2003-01-02	26	A:e
USGS	06730200	2003-01-03	27	A:e
USGS	06730200	2003-01-04	28	A:e
USGS	06730200	2003-01-05	29	A:e
USGS	06730200	2003-01-06	27	A:e
USGS	06730200	2003-01-07	27	A:e
USGS	06730200	2003-01-08	26	A:e
USGS	06730200	2003-01-09	28	A:e
USGS	06730200	2003-01-10	34	A:e
USGS	06730200	2003-01-11	36	A:e
USGS	06730200	2003-01-12	36	A:e
USGS	06730200	2003-01-13	36	A:e
USGS	06730200	2003-01-14	34	A:e
USGS	06730200	2003-01-15	31	A:e
USGS	06730200	2003-01-16	30	A:e
USGS	06730200	2003-01-17	30	A:e
USGS	06730200	2003-01-18	30	A:e
USGS	06730200	2003-01-19	30	A:e
USGS	06730200	2003-01-20	30	A:e
USGS	06730200	2003-01-21	30	A:e
USGS	06730200	2003-01-22	30	A:e
USGS	06730200	2003-01-23	32	A:e
USGS	06730200	2003-01-24	33	A:e
USGS	06730200	2003-01-25	27	A:e
USGS	06730200	2003-01-26	25	A:e
USGS	06730200	2003-01-27	24	A:e
USGS	06730200	2003-01-28	25	A:e
USGS	06730200	2003-01-29	25	A:e
USGS	06730200	2003-01-30	27	A:e
USGS	06730200	2003-01-31	30	A:e
USGS	06730200	2003-02-01	28	A:e
USGS	06730200	2003-02-02	20	A:e
USGS	06730200	2003-02-03	18	A:e
USGS	06730200	2003-02-04	16	A:e
USGS	06730200	2003-02-05	13	A:e
USGS	06730200	2003-02-06	14	A:e
USGS	06730200	2003-02-07	17	A:e
USGS	06730200	2003-02-08	16	A:e
USGS	06730200	2003-02-09	15	A:e
USGS	06730200	2003-02-10	17	A:e
USGS	06730200	2003-02-11	20	A:e
USGS	06730200	2003-02-12	24	A:e
USGS	06730200	2003-02-13	25	A:e
USGS	06730200	2003-02-14	27	A:e
USGS	06730200	2003-02-15	24	A:e
USGS	06730200	2003-02-16	21	A:e
USGS	06730200	2003-02-17	19	A:e
USGS	06730200	2003-02-18	17	A:e
USGS	06730200	2003-02-19	16	A:e
USGS	06730200	2003-02-20	16	A:e
USGS	06730200	2003-02-21	15	A:e
USGS	06730200	2003-02-22	13	A:e
USGS	06730200	2003-02-23	12	A:e
USGS	06730200	2003-02-24	13	A:e
USGS	06730200	2003-02-25	12	A:e
USGS	06730200	2003-02-26	8.6	A:e
USGS	06730200	2003-02-27	6.5	A:e
USGS	06730200	2003-02-28	8.0	A:e
USGS	06730200	2003-03-01	10	A:e
USGS	06730200	2003-03-02	14	A:e
USGS	06730200	2003-03-03	16	A:e
USGS	06730200	2003-03-04	10	A:e
USGS	06730200	2003-03-05	5.9	A:e
USGS	06730200	2003-03-06	3.1	A:e
USGS	06730200	2003-03-07	2.6	A:e
USGS	06730200	2003-03-08	5.9	A:e
USGS	06730200	2003-03-09	11	A:e
USGS	06730200	2003-03-10	12	A:e
USGS	06730200	2003-03-11	13	A:e
USGS	06730200	2003-03-12	15	A:e
USGS	06730200	2003-03-13	13	A:e
USGS	06730200	2003-03-14	14	A:e
USGS	06730200	2003-03-15	16	A:e
USGS	06730200	2003-03-16	14	A:e
USGS	06730200	2003-03-17	14	A:e
USGS	06730200	2003-03-18	27	A:e
USGS	06730200	2003-03-19	45	A:e
USGS	06730200	2003-03-20	61	A:e
USGS	06730200	2003-03-21	75	A:e
USGS	06730200	2003-03-22	78	A:e
USGS	06730200	2003-03-23	58	A:e
USGS	06730200	2003-03-24	92	A:e
USGS	06730200	2003-03-25	61	A:e
USGS	06730200	2003-03-26	65	A:e
USGS	06730200	2003-03-27	33	A:e
USGS	06730200	2003-03-28	13	A:e
USGS	06730200	2003-03-29	4.8	A:e
USGS	06730200	2003-03-30	6.0	A:e
USGS	06730200	2003-03-31	8.3	A:e
USGS	06730200	2003-04-01	21	A:e
USGS	06730200	2003-04-02	69	A:e
USGS	06730200	2003-04-03	77	A:e
USGS	06730200	2003-04-04	74	A:e
USGS	06730200	2003-04-05	68	A:e
USGS	06730200	2003-04-06	62	A:e
USGS	06730200	2003-04-07	50	A:e
USGS	06730200	2003-04-08	43	A:e
USGS	06730200	2003-04-09	32	A:e
USGS	06730200	2003-04-10	35	A:e
USGS	06730200	2003-04-11	38	A:e
USGS	06730200	2003-04-12	48	A:e
USGS	06730200	2003-04-13	69	A:e
USGS	06730200	2003-04-14	106	A:e
USGS	06730200	2003-04-15	127	A
USGS	06730200	2003-04-16	102	A
USGS	06730200	2003-04-17	101	A
USGS	06730200	2003-04-18	106	A
USGS	06730200	2003-04-19	146	A
USGS	06730200	2003-04-20	102	A
USGS	06730200	2003-04-21	81	A
USGS	06730200	2003-04-22	83	A
USGS	06730200	2003-04-23	94	A
USGS	06730200	2003-04-24	119	A
USGS	06730200	2003-04-25	85	A
USGS	06730200	2003-04-26	79	A
USGS	06730200	2003-04-27	82	A
USGS	06730200	2003-04-28	79	A
USGS	06730200	2003-04-29	78	A
USGS	06730200	2003-04-30	54	A
USGS	06730200	2003-05-01	31	A
USGS	06730200	2003-05-02	20	A
USGS	06730200	2003-05-03	25	A
USGS	06730200	2003-05-04	20	A
USGS	06730200	2003-05-05	24	A
USGS	06730200	2003-05-06	17	A
USGS	06730200	2003-05-07	24	A
USGS	06730200	2003-05-08	36	A
USGS	06730200	2003-05-09	38	A
USGS	06730200	2003-05-10	213	A
USGS	06730200	2003-05-11	140	A
USGS	06730200	2003-05-12	107	A
USGS	06730200	2003-05-13	84	A
USGS	06730200	2003-05-14	86	A
USGS	06730200	2003-05-15	123	A
USGS	06730200	2003-05-16	278	A
USGS	06730200	2003-05-17	169	A
USGS	06730200	2003-05-18	147	A
USGS	06730200	2003-05-19	148	A
USGS	06730200	2003-05-20	200	A
USGS	06730200	2003-05-21	185	A
USGS	06730200	2003-05-22	165	A
USGS	06730200	2003-05-23	176	A
USGS	06730200	2003-05-24	252	A
USGS	06730200	2003-05-25	259	A
USGS	06730200	2003-05-26	266	A
USGS	06730200	2003-05-27	353	A
USGS	06730200	2003-05-28	735	A
USGS	06730200	2003-05-29	1060	A
USGS	06730200	2003-05-30	1700	A
USGS	06730200	2003-05-31	1600	A
USGS	06730200	2003-06-01	1300	A
USGS	06730200	2003-06-02	945	A
USGS	06730200	2003-06-03	681	A
USGS	06730200	2003-06-04	468	A
USGS	06730200	2003-06-05	354	A
USGS	06730200	2003-06-06	215	A
USGS	06730200	2003-06-07	204	A
USGS	06730200	2003-06-08	126	A
USGS	06730200	2003-06-09	93	A
USGS	06730200	2003-06-10	130	A
USGS	06730200	2003-06-11	182	A
USGS	06730200	2003-06-12	219	A
USGS	06730200	2003-06-13	211	A
USGS	06730200	2003-06-14	216	A
USGS	06730200	2003-06-15	249	A
USGS	06730200	2003-06-16	260	A
USGS	06730200	2003-06-17	221	A
USGS	06730200	2003-06-18	359	A
USGS	06730200	2003-06-19	387	A
USGS	06730200	2003-06-20	332	A
USGS	06730200	2003-06-21	259	A
USGS	06730200	2003-06-22	219	A
USGS	06730200	2003-06-23	243	A
USGS	06730200	2003-06-24	232	A
USGS	06730200	2003-06-25	246	A
USGS	06730200	2003-06-26	176	A
USGS	06730200	2003-06-27	132	A
USGS	06730200	2003-06-28	108	A
USGS	06730200	2003-06-29	108	A
USGS	06730200	2003-06-30	125	A
USGS	06730200	2003-07-01	131	A
USGS	06730200	2003-07-02	120	A
USGS	06730200	2003-07-03	106	A
USGS	06730200	2003-07-04	84	A
USGS	06730200	2003-07-05	71	A
USGS	06730200	2003-07-06	57	A
USGS	06730200	2003-07-07	52	A
USGS	06730200	2003-07-08	35	A
USGS	06730200	2003-07-09	27	A
USGS	06730200	2003-07-10	26	A
USGS	06730200	2003-07-11	25	A
USGS	06730200	2003-07-12	26	A
USGS	06730200	2003-07-13	29	A:e
USGS	06730200	2003-07-14	32	A:e
USGS	06730200	2003-07-15	36	A:e
USGS	06730200	2003-07-16	40	A:e
USGS	06730200	2003-07-17	46	A
USGS	06730200	2003-07-18	50	A
